,OrigSurface,AssadiSurface,SingleLoop,QuadratureCoil,Birdcage2nd,BirdcageEnh
61,0.1507004,0.19456744,0.038035065,0.07080449,0.5166595,0.013132743
62,0.087375544,0.08418546,0.020433169,0.026310585,0.36743566,0.17106268
63,0.012809807,0.0799284,0.032802474,0.013869502,0.22011349,0.103663005
64,0.057594046,0.10749269,0.06682905,0.023426184,0.10684898,0.1485043
65,0.09168334,0.052426286,0.046029937,0.015808295,0.2198759,0.12831931
66,0.061998725,0.062570155,0.018035797,0.012072941,0.048646983,0.14831091
67,0.029121919,0.078590095,0.03173942,0.016994163,0.104191616,0.16204965
68,0.072025366,0.0387205,0.009120174,0.009395839,0.05886379,0.11248227
69,0.07965775,0.06868971,0.012405193,0.029844454,0.068957135,0.105403446
70,0.041550454,0.09762165,0.05920703,0.042133667,0.11222588,0.23558493
71,0.12548679,0.11635863,0.054942455,0.0017488521,0.042974107,0.18440022
72,0.07054442,0.08693714,0.013930323,0.025173258,0.1565909,0.08044347
73,0.057950813,0.06870023,0.013498054,0.020578228,0.1498567,0.07480368
74,0.009800424,0.005000246,0.006302671,0.005163808,0.112505116,0.25710905
75,0.041297365,0.07206549,0.05304159,0.027283723,0.21278603,0.36337432
76,0.1405624,0.03667016,0.030798655,0.012229591,0.064096384,0.15694836
77,0.09543385,0.008371459,0.019620664,0.0054480573,0.06818539,0.19860134
78,0.09262894,0.082116514,0.024489403,0.010769435,0.08288769,0.12204127
79,0.05214035,0.058914512,0.046241954,0.011189305,0.09312369,0.2562135
