,OrigSurface,AssadiSurface,SingleLoop,QuadratureCoil,Birdcage2nd,BirdcageEnh,QuadratureCoil_b1corr,BirdcageEnh_b1corr
63,0.1992022,0.14003292,0.2333569,0.17049268,0.7197246,0.65972304,0.24874604,0.41301224
64,0.21989274,0.17349848,0.27354878,0.19874889,0.7451896,0.67548966,0.29214486,0.4611441
65,0.26429212,0.21873672,0.31336316,0.23192362,0.7734925,0.6636078,0.3304478,0.43752044
66,0.3018326,0.27092403,0.35360458,0.27219015,0.79519004,0.64818335,0.37792253,0.38825598
67,0.31123704,0.3223423,0.40021998,0.32010347,0.8087117,0.65699977,0.4510062,0.38918865
68,0.31454995,0.36039892,0.46026355,0.3739498,0.81251043,0.6988519,0.5397732,0.45178056
69,0.34535256,0.38416243,0.5324393,0.4300789,0.8107,0.75537616,0.6129462,0.5421511
70,0.40781415,0.4152349,0.60352725,0.48628,0.8147796,0.7990571,0.66017026,0.60262305
71,0.48395398,0.4666675,0.6620865,0.5452125,0.8312583,0.820596,0.70392585,0.6234606
72,0.5594694,0.52598166,0.7144054,0.61170334,0.85278875,0.83686703,0.76321584,0.6400991
73,0.6342138,0.5716142,0.7759589,0.685313,0.8683615,0.8624364,0.8291871,0.66028464
74,0.70889187,0.59513706,0.8466321,0.759204,0.8770781,0.885423,0.88390774,0.65792257
75,0.7768738,0.6135304,0.90695155,0.8262747,0.8864575,0.89285195,0.9263036,0.6276456
76,0.8326445,0.6559482,0.9438158,0.8838897,0.8965012,0.8925239,0.9648602,0.59720254
77,0.8783249,0.73778266,0.96562004,0.9322182,0.8897616,0.89458317,0.9958904,0.59160584
78,0.91908467,0.84593046,0.9805208,0.9685329,0.8548643,0.8900751,1.0,0.6063347
79,0.95645285,0.9427974,0.9713176,0.9845002,0.8124361,0.8576817,0.9628896,0.61024934
80,0.98604214,0.9895949,0.90859073,0.9663771,0.7966803,0.7888402,0.88763326,0.571467
81,0.99834055,0.97165036,0.7853267,0.89798754,0.81515056,0.69599617,0.7811212,0.4918632
82,0.9820223,0.8997417,0.6257573,0.77100945,0.8333816,0.5928702,0.64747643,0.40317935
83,0.9243316,0.7962336,0.463905,0.60182416,0.8064773,0.47833288,0.49907163,0.3248424
84,0.8152736,0.68533254,0.31998518,0.42994282,0.727266,0.34870157,0.35735074,0.24817365
85,0.6631707,0.5803256,0.1987891,0.28981522,0.6295626,0.21910772,0.24079685,0.14686614
86,0.49004427,0.4776802,0.10637365,0.19204772,0.5431562,0.12303747,0.15766299,0.058369398
87,0.32217503,0.3723894,0.049722794,0.12798916,0.46085966,0.078276,0.10357641,0.03224269
88,0.19436233,0.27012125,0.02119092,0.08281581,0.35863772,0.0467077,0.0695617,0.020415343
89,0.12425855,0.17959619,0.0081872875,0.050517723,0.23684165,0.035064228,0.050215527,0.013390774
90,0.090964876,0.109302,0.019123081,0.032590773,0.12589014,0.06445729,0.04879656,0.01881027
91,0.057998497,0.0657353,0.03065803,0.024493491,0.055451456,0.07330171,0.06630685,0.029649658
92,0.01565804,0.031451564,0.041158494,0.02069191,0.028917804,0.07307808,0.028739883,0.05712821
93,0.01750098,0.0090390025,0.05272418,0.023184873,0.022908049,0.069026664,0.025163393,0.09976417
94,0.034099966,0.038878806,0.06390186,0.02875235,0.02740182,0.07373172,0.0258193,0.10656437
95,0.046108197,0.04201373,0.06795243,0.03357868,0.044970322,0.102349386,0.027619254,0.07439651
96,0.056719184,0.029838406,0.06094278,0.03327031,0.05902804,0.10843664,0.03191818,0.033012085
97,0.05662483,0.023486953,0.04876535,0.027174497,0.03631312,0.07775998,0.033846814,0.03792678
98,0.04494677,0.03484753,0.03813954,0.0249637,0.029856022,0.029167369,0.03161161,0.01701038
99,0.025011638,0.04854641,0.029806815,0.02941019,0.06919479,0.020012356,0.029618459,0.0023357198
100,0.0041810833,0.04299618,0.023858713,0.03281823,0.052325867,0.053133838,0.023301907,0.039313566
101,0.003486706,0.02642728,0.020769097,0.026739819,0.002831041,0.051891528,0.016202468,0.03756173
102,0.019166006,0.021385428,0.019880334,0.012461997,0.01964457,0.045404594,0.012112763,0.03508093
103,0.043094244,0.052146923,0.021839151,0.0013509657,0.025150018,0.0976289,0.002132222,0.09967862
104,0.06880467,0.06589428,0.02317667,0.0024120675,0.054034237,0.10950345,0.0027174503,0.06750938
105,0.08940837,0.047789346,0.022147054,0.0016812873,0.04978307,0.050843887,0.0011305057,0.02532617
106,0.08048167,0.016346,0.020016938,0.0030900368,0.021805378,0.02163218,0.0007633011,0.00914346
107,0.05426305,0.010330585,0.019062383,0.0042663594,0.025535237,0.04036858,0.00073853874,0.015505741
108,0.04885482,0.016378162,0.01790968,0.006595064,0.042523637,0.016442263,0.00084977935,0.0072787213
109,0.049969923,0.0084772045,0.012691828,0.0072292862,0.04269092,0.01756983,0.0073401923,0.014424031
110,0.06087591,0.016691377,0.0060231215,0.0071352916,0.04187118,0.018470779,0.021740012,0.015950402
111,0.08366596,0.027343636,0.010303671,0.0081626745,0.045568466,0.04242502,0.024870273,0.019606529
112,0.0966125,0.027522432,0.008850693,0.006237494,0.0301301,0.041113015,0.005134538,0.007919778
113,0.09384343,0.020826465,0.010757276,0.010186595,0.037465528,0.05306838,0.0030772483,0.013045072
114,0.06884208,0.027674101,0.009685954,0.014527883,0.05174751,0.0540213,0.010583677,0.025189314
115,0.029031532,0.037510913,0.011906086,0.01339192,0.047410473,0.03353007,0.017117998,0.02778647
116,0.00990451,0.034679417,0.023057172,0.008576936,0.066967964,0.035457116,0.0092763705,0.051246133
117,0.025993204,0.018353216,0.019763332,0.0036733577,0.09029813,0.02816132,0.0020945696,0.040701527
118,0.056975182,0.003833462,0.010820632,0.0059147375,0.08623621,0.03646938,0.0031209334,0.052709155
119,0.068414465,0.019274645,0.018253494,0.007907911,0.074831635,0.037080947,0.0053916555,0.05359305
